ID,Cliente,Producto,Region,Edad,Precio,Fecha,Ventas
2282,Paola Rios,Mouse,Sur,27,"$1,162.85",10-19-2024,1198.51
1924,Andres Ortiz,Bocina,Occidente,20,$965.39,05-06-2026,1255.39
4784,Andres Ortiz,Teclado,sur,47,$280.63,Marzo 5 2025,828.76
4119,Ana Garcia,Teclado,Occidente,37,958.65,2025-02-22,1685.62
9510,Valeria Mendoza, Teclado,Centro,45,1050.88,Noviembre 8 2025,1381.76
6962,Carlos Ramirez,Impresora,Occidente,20,$368.69,Septiembre 25 2025,1163.23
893,Camila Reyes,Tablet,?,52,$542.42,03/04/2026,1050.16
1336,Isabel Guzman, Silla,norte,24,1036.99,Mayo 26 2025,1594.4
3749,Daniela Cruz,Mouse,Sur,27,$926.67,,1421.55
8181,Miguel Flores,Silla,Occidente,27,1279.05,23/12/2025,1047.92
2520,Isabel Guzman,Monitor,Norte,,sin dato,Junio 9 2024,2178.82
5225,Valeria Mendoza,Teclado,Centro ,48,$633.20,10/11/2025,1171.75
397,Ricardo Vargas,TABLET,Occidente,363,$934.18,2024-04-20,1038.03
9867,Jose Martinez,Mouse,Sur,24,929.90,Abril 19 2024,1929.73
7255,Isabel Guzman,TECLADO,occidente,41,sin dato,Agosto 17 2025,1345.9
9177,Valeria Mendoza, Camara,Occidente,43,718.55,Octubre 24 2025,1939.7
8803,Andres Ortiz,Silla,NORTE,21,"$1,037.52",21/08/2024,1048.75
8460,Ana Garcia,Tablet,Occidente,24,$226.46,06-13-2026,1231.01
9429,Jose Martinez,LAPTOP,Norte,37,$736.93,2025-12-05,1614.89
2330,Maria Lopez,Mouse,Norte,54,948.35,16/11/2025,1231.06
1788,Sofia Torres,CAMARA, Occidente,35,1113.98,22/10/2025,1391.32
3810,Isabel Guzman,Impresora, Occidente,38,691.35,17/11/2024,1395.44
7138,Fernanda Castro,Teclado,Norte ,26,462.75,Junio 30 2024,810.22
3254,Andres Ortiz,Tablet,centro,32,$-913.47,2026-02-10,1651.94
5478,Camila Reyes,TECLADO,Occidente,33,326.04,Noviembre 2 2025,1344.89
6341,Daniela Cruz, Mouse,Norte,50,"$1,008.14",13/08/2025,1815.18
7565,Miguel Flores,Monitor,Occidente,41,575.68,Septiembre 22 2024,931.42
6328,Alejandro Diaz,Escritorio,Norte,37,$964.23,27/01/2026,1689.41
906,Camila Reyes,Camara,Occidente,37,$810.14,Agosto 23 2025,713.38
4759,Valeria Mendoza,Escritorio,Norte,desconocida,807.27,15/02/2025,1375.5
2141,Pedro Aguilar,Monitor, Sur,30,632.33,Enero 8 2026,2012.9
2716,Miguel Flores,Mouse, Centro,-6,"$1,179.72",Febrero 21 2026,1484.9
9083,Pedro Aguilar,Mouse,Norte,27,959.97,2026-02-20,1515.72
3017,Luis Hernandez,TABLET,Occidente,36,1666.71,32/13/2026,1207.37
2857,Paola Rios,Silla,Occidente,52,$669.98,11/02/2024,964.25
2140,Valeria Mendoza,Escritorio,centro,52,1150.84,01/01/2026,1370.11
2342,Luis Hernandez,Laptop,Norte,44,790.44,02-26-2024,1621.97
7231,Jose Martinez,TECLADO,sur,33,901.65,2024-06-04,815.33
6679,Maria Lopez,Impresora,Sur,17,$751.77,05-11-2025,1609.02
3266,Andres Ortiz,Camara,centro,42,$803.11,2026-02-17,1156.24
6575,Sofia Torres,Bocina,Occidente,-7,730.02,2026-04-08,935.33
4774,Daniela Cruz,Teclado,occidente,32,855.53,01/06/2026,1081.71
3611,Luis Hernandez,Laptop,Sur,44,$574.01,13/11/2025,1449.66
7081,Camila Reyes,Camara,Occidente,45,$446.46,08/05/2025,1374.99
3683,Valeria Mendoza,MOUSE,Occidente,48,$376.98,12-14-2024,998.21
4711,Valeria Mendoza,Mouse,Sur,26,$595.86,2026-01-27,98000.0
1884,Daniela Cruz,Bocina,OCCIDENTE,,$-624.32,Marzo 23 2024,1759.58
4538,Andres Ortiz, Escritorio,Occidente,52,50.00,2025-01-24,1087.71
6030,Laura Sanchez,Monitor,SUR,38,850.79,10-11-2024,1147.62
2477,Miguel Flores,Escritorio,Occidente,25,$-842.71,12/11/2024,1093.07
4094,Jose Martinez,Monitor,Sur ,37,838.41,15/10/2024,1679.44
5251,Andres Ortiz,Silla,OCCIDENTE,38,635.48,Abril 21 2026,1059.96
2884,Sofia Torres,Tablet,Centro,34,$797.38,Diciembre 3 2025,1785.59
3747,Maria Lopez,Camara,norte,49,$866.78,Abril 26 2025,1447.62
1232,Diego Romero,TABLET,occidente,27,$668.87,06/05/2026,838.9
6978,Maria Lopez, Laptop,NORTE,39,1284.39,2024-08-10,1506.02
5935,Sofia Torres,Mouse,Sur,48,607.01,10/05/2024,1356.32
9479,Daniela Cruz,Tablet,Occidente,49,307.85,Marzo 16 2024,1081.11
2210,Carlos Ramirez,Laptop,Occidente,45,1450.89,06/09/2025,1462.06
5357,Jose Martinez,Monitor, Centro,59,"$-1,171.74",Diciembre 21 2024,953.21
9670,Luis Hernandez,TECLADO,Centro,37,817.31,,994.72
4868,Daniela Cruz, Impresora, Sur,30,637.22,2024-07-01,1308.77
1302,Valeria Mendoza, Mouse,Occidente,26,"$1,012.13",04-25-2026,1350.19
4037,Laura Sanchez,Bocina,centro,21,$87.30,03/03/2024,1243.68
2106,Fernanda Castro,Mouse,occidente,53,617.99,02-02-2024,1049.48
6750,Miguel Flores,Laptop,Sur,24,530.35,,1732.64
4897,Fernanda Castro,Mouse,Sur,26,205.98,05-17-2024,1568.6
5367,Luis Hernandez, Teclado,sur,29,1368.56,30/11/2024,1919.82
6288,Daniela Cruz,Teclado,centro,29,"$1,285.84",2026-03-25,1816.86
5071,Miguel Flores,Laptop,Norte,31,$955.38,Junio 16 2026,98000.0
8768,Camila Reyes,Laptop,Centro,36,$678.22,06/06/2024,1608.23
4000,Luis Hernandez,Laptop,Sur,42,$783.17,Enero 12 2024,1605.81
155,Fernanda Castro,Tablet,Sur ,17,1060.22,04-27-2024,781.2
5016,Jose Martinez,Laptop,Centro,49,995.94,10-11-2025,1493.2
1726,Valeria Mendoza,Mouse,Sur,-9,$77.26,05/01/2024,1228.47
9288,Andres Ortiz,Escritorio,Centro,22,$-991.42,2025-11-22,1073.19
1335,Alejandro Diaz,Impresora,Centro,43,1057.82,12-31-2024,1366.24
8562,Miguel Flores,Bocina,CENTRO,40,594.62,2024-09-11,1331.02
8962,Jose Martinez,Escritorio,Sur,53,$956.52,,966.44
2951,Alejandro Diaz,Bocina,Centro,19,"$1,200.69",2026-03-12,790.03
7400,Carlos Ramirez,TECLADO,SUR,56,$632.84,28/11/2024,1951.53
3992,Miguel Flores,Mouse,Occidente,42,$796.98,Abril 6 2026,1353.5
7490,Jorge Morales,Escritorio,sur,49,$418.01,09-11-2024,1145.95
3180,Sofia Torres,Tablet,Occidente,24,1451.54,15/05/2026,1027.24
3058,Andres Ortiz,BOCINA,CENTRO,49,$832.53,Junio 9 2026,1132.06
9041,Luis Hernandez,Impresora,SUR,32,1203.54,2024-04-20,2098.99
8269,Daniela Cruz,Escritorio, Centro,30,821.99,06-17-2026,991.05
7487,Isabel Guzman,Silla,Centro,46,478.11,12-25-2024,1513.17
8551,Andres Ortiz,Escritorio,Sur,36,966.13,2025-10-22,2320.91
9296,Laura Sanchez,Bocina,Occidente,43,"$1,027.29",32/13/2026,2038.41
3754,Miguel Flores,Escritorio,,33,721.90,2026-05-10,682.26
2105,Luis Hernandez,Teclado,norte,-7,503.92,2026-02-16,1844.38
1683,Valeria Mendoza,Bocina,Norte,64,$711.55,Noviembre 15 2025,1267.2
9011,Valeria Mendoza,Camara,Sur,33,1271.61,25/12/2024,1136.89
5988,Jorge Morales, Tablet,centro,40,$447.64,Septiembre 8 2024,1669.77
8327,Laura Sanchez,Silla,Norte,,$406.82,Abril 7 2025,1225.49
76,Ana Garcia, Monitor, Centro,35,$-955.06,Septiembre 27 2024,1087.19
5772,Luis Hernandez,Laptop,Norte,,1047.22,Junio 10 2024,2205.49
1990,Pedro Aguilar,Teclado,Occidente,42,"$1,599.95",Abril 1 2024,1974.28
877,Luis Hernandez,Laptop,Sur ,19,sin dato,08-26-2024,1137.65
2125,Camila Reyes,IMPRESORA,Centro,53,sin dato,Abril 16 2024,712.45
6610,Jorge Morales,Teclado,Occidente,44,222.50,2025-11-30,1343.45
1374,Camila Reyes,Bocina,Centro,26,823.41,21/08/2024,1424.96
8074,Diego Romero,Monitor, Centro,47,$481.02,20/03/2024,1274.66
4762,Andres Ortiz,Teclado,norte,39,$934.42,27/03/2024,1664.4
6706,Ana Garcia, Teclado,Norte,59,$994.29,21/07/2024,1591.37
2839,Miguel Flores,Monitor,Norte ,30,"$1,229.25",Febrero 14 2025,1568.2
8842,Ana Garcia,Silla,Sur,36,1066.82,29/03/2024,1058.23
6231,Carlos Ramirez,Laptop,Occidente,46,$639.75,Diciembre 19 2025,1806.22
6066,Carlos Ramirez,Escritorio,Centro,55,"$1,123.63",17/01/2025,1561.17
1569,Jose Martinez,Camara,Occidente,38,"$1,258.96",21/05/2025,1110.77
7248,Maria Lopez, Impresora,Norte,33,1231.20,Abril 23 2024,970.36
7696,Miguel Flores,Bocina,Centro,37,$854.33,Septiembre 30 2024,1664.66
1198,Andres Ortiz,Escritorio,Occidente,25,"$1,362.43",04-28-2025,1184.04
7876,Alejandro Diaz,Camara,Sur,48,sin dato,,1225.94
1911,Pedro Aguilar, Impresora,Norte,-8,$407.68,Agosto 18 2024,1239.96
6662,Valeria Mendoza,Camara,Sur,45,$654.99,27/05/2024,954.41
6097,Ricardo Vargas, Laptop,Sur,30,$773.95,Agosto 2 2024,1106.91
7075,Luis Hernandez,Mouse,Occidente,17,$943.34,18/09/2024,1640.96
4467,Jose Martinez,Monitor,Sur,30,988.26,27/02/2026,1669.31
1875,Valeria Mendoza,Camara,Occidente,45,$995.66,26/12/2024,923.74
349,Valeria Mendoza,Laptop,Centro,35,711.54,03-04-2025,1305.02
5638,Fernanda Castro,Camara,Sur ,29,$868.14,2026-05-08,1657.96
9852,Diego Romero,Tablet,sur,18,1288.79,05-17-2024,1334.94
7606,Diego Romero,TABLET,Norte,31,803.28,08-18-2025,747.19
5315,Valeria Mendoza,Mouse,occidente,40,"$1,146.82",2025-08-16,1227.34
4004,Jorge Morales, Mouse,Norte,39,$739.43,Febrero 8 2025,609.29
7219,Carlos Ramirez,Teclado,sur,50,819.60,Mayo 17 2024,1422.45
5711,Alejandro Diaz,Bocina,Sur,26,$847.79,05-15-2026,1141.53
4427,Jorge Morales,Escritorio,occidente,42,"$1,188.53",Mayo 27 2024,2000.55
7784,Carlos Ramirez, Teclado,Sur,43,631.22,2025-09-14,1607.68
6947,Laura Sanchez, Mouse,Centro,23,$964.95,Septiembre 9 2025,1163.67
9507,Daniela Cruz,Teclado,Occidente,52,$423.65,2024-11-07,1129.6
5317,Ricardo Vargas,Tablet,Norte,35,909.41,2024-04-03,959.56
2760,Valeria Mendoza,Camara,Centro,53,$677.22,Enero 23 2025,1545.14
7687,Isabel Guzman,Escritorio,occidente,23,"$1,003.78",2024-10-10,1024.31
5162,Jorge Morales,Impresora,Sur,35,"$1,268.79",2025-07-24,1557.99
1966,Isabel Guzman,Bocina,Occidente,39,1282.17,2024-10-30,98000.0
452,Luis Hernandez,Tablet,norte,46,$664.37,2025-03-06,1832.72
8811,Carlos Ramirez,Impresora,Norte,45,564.79,2024-03-24,2010.72
2785,Carlos Ramirez, Mouse,Occidente,37,574.39,Febrero 8 2026,1488.64
5872,Camila Reyes,Escritorio,Norte,39,$907.51,03-13-2024,1465.36
9420,Pedro Aguilar,Camara,Centro ,28,1315.73,01-29-2026,1639.99
4730,Diego Romero,Teclado,Norte,25,1049.78,04/06/2025,1303.15
3837,Alejandro Diaz,Teclado,Sur,45,1071.53,27/11/2024,1023.56
7025,Jorge Morales,Tablet,Occidente,27,"$1,021.11",2024-04-09,1375.18
7235,Luis Hernandez,Laptop,occidente,26,sin dato,32/13/2026,1344.99
5212,Camila Reyes,TECLADO,Centro ,33,1037.97,25/10/2025,1200.53
103,Fernanda Castro,SILLA,occidente,35,$529.65,06-30-2025,1310.88
3997,Daniela Cruz,BOCINA,Occidente,34,1179.06,Noviembre 26 2025,1171.43
3674,Isabel Guzman,Tablet,N/A,24,$861.17,03/09/2024,979.79
1334,Valeria Mendoza,Tablet,Sur,30,"$1,247.77",02/09/2024,913.57
5707,Alejandro Diaz,Bocina,occidente,36,"$1,256.20",29/10/2025,1644.31
1592,Ricardo Vargas,MOUSE,Occidente,53,sin dato,2026-02-21,1555.4
9833,Carlos Ramirez,Monitor, Centro,30,$774.91,29/07/2024,1550.52
5977,Daniela Cruz,Camara,OCCIDENTE,37,$680.00,32/13/2026,2085.92
184,Alejandro Diaz,Laptop,Occidente,14,sin dato,Julio 3 2024,1838.92
6494,Paola Rios,BOCINA,Norte,30,"$1,260.39",Marzo 24 2024,990.66
8959,Alejandro Diaz,Silla,norte,44,494.10,2025-06-09,1418.47
1229,Miguel Flores,Teclado,Occidente,30,"$1,298.11",04-05-2024,1368.3
1127,Jose Martinez,Camara,,52,$699.07,11-03-2025,1535.7
4010,Ricardo Vargas,Escritorio,Centro,43,1008.76,16/02/2026,1399.07
952,Andres Ortiz,Impresora,Norte,43,sin dato,2025-08-23,2013.11
4560,Fernanda Castro,LAPTOP,SUR,25,633.11,05-30-2025,1602.64
4747,Alejandro Diaz,Camara,Centro,57,543.35,11-27-2025,903.3
1095,Isabel Guzman,Camara,Norte ,20,$711.44,16/06/2024,826.59
9553,Maria Lopez,Tablet,SUR,43,550.93,2025-04-01,2207.72
6903,Fernanda Castro,Escritorio,Norte,36,1004.24,09-30-2024,986.15
3853,Andres Ortiz,Mouse,?,31,$495.68,Febrero 17 2025,1029.37
1131,Diego Romero,Mouse,Norte,54,561.64,Noviembre 3 2025,1974.82
1261,Ricardo Vargas,Tablet,NORTE,38,$677.58,2026-01-17,880.88
2588,Pedro Aguilar,Impresora,centro,29,$622.39,11-20-2025,1433.38
2360,Maria Lopez,Laptop,Sur,27,850.13,17/09/2024,1541.02
7408,Camila Reyes,Monitor,Centro,30,1079.26,Agosto 29 2025,934.0
6773,Jorge Morales,Silla,Occidente,4,930.82,11/01/2025,1671.51
9024,Luis Hernandez,Bocina,occidente,21,1313.66,22/08/2024,1309.19
675,Maria Lopez,Camara,Centro,29,703.61,14/04/2024,1664.28
9702,Fernanda Castro,TABLET,OCCIDENTE,27,$444.88,18/07/2025,1226.22
6491,Ana Garcia,Camara, Centro,-1,$705.85,04/06/2024,1580.65
2261,Carlos Ramirez, Teclado,sur,,$477.77,02-06-2026,1160.15
7601,Diego Romero,Bocina,CENTRO,44,"$1,149.22",Enero 7 2026,1410.64
2262,Carlos Ramirez,LAPTOP,norte,40,880.06,2026-02-03,912.69
388,Ricardo Vargas,ESCRITORIO,Centro,38,"$1,161.98",07-10-2025,1324.29
6694,Pedro Aguilar,Bocina,Occidente,47,$974.96,,1876.15
5072,Alejandro Diaz,Silla, Centro,48,642.79,Abril 19 2025,1992.0
9983,Daniela Cruz,Bocina,Occidente,39,$641.67,2025-08-24,1086.63
2790,Jorge Morales,Laptop,Norte,37,$671.86,04-14-2024,991.02
7718,Maria Lopez,BOCINA,Sur,24,$797.66,Septiembre 6 2024,2293.97
5332,Maria Lopez,Mouse,Norte,32,"$1,154.69",07/01/2024,1285.53
1474,Paola Rios,Escritorio,Norte,48,791.44,2024-08-13,1578.28
7071,Alejandro Diaz,Camara, Centro,36,$378.73,Agosto 7 2024,1515.63
6087,Isabel Guzman,Camara,Occidente ,16,$686.85,Noviembre 6 2024,1286.73
6464,Maria Lopez,Escritorio,Norte,37,809.54,Abril 16 2024,1539.83
5200,Ana Garcia,TECLADO,Centro,47,$946.72,2024-04-18,1793.43
6226,Ana Garcia,Bocina,Sur,197,832.89,,1984.66
461,Miguel Flores,Escritorio,Centro,43,$719.21,04/12/2025,1424.56
1194,Ana Garcia, Mouse,Sur,43,sin dato,Marzo 27 2024,1558.51
2822,Valeria Mendoza,Laptop,norte,51,758.79,32/13/2026,1734.64
7593,Jose Martinez,Teclado,Sur,12,"$1,384.56",32/13/2026,2043.72
4422,Carlos Ramirez, Laptop,centro,,"$1,127.05",Octubre 29 2024,1714.04
6597,Valeria Mendoza,Teclado,Centro,46,$852.96,02-27-2025,1164.9
2467,Luis Hernandez,Escritorio,Sur,38,"$1,206.48",20/06/2025,1509.43
2092,Sofia Torres,Camara,Sur,46,903.55,Enero 6 2026,1932.43
9226,Isabel Guzman,Bocina,Occidente,37,"$1,112.82",Marzo 24 2026,950.08
2946,Carlos Ramirez,Silla,Sur,52,1277.39,Diciembre 20 2024,1559.14
3624,Andres Ortiz,Tablet,Sur,40,$965.68,2025-03-30,1981.19
5669,Maria Lopez, Camara,Occidente,30,1182.64,Noviembre 14 2024,1680.54
315,Fernanda Castro, Bocina, Norte,57,$674.07,,916.23
9893,Ana Garcia,Laptop,centro,19,$999.00,Junio 4 2025,1743.82
3739,Miguel Flores,Impresora,Occidente,24,sin dato,Septiembre 4 2025,1091.56
2917,Fernanda Castro,Teclado,Norte ,,1026.05,2025-11-27,1237.32
9905,Isabel Guzman,Mouse,Norte,41,$786.67,,736.22
3503,Paola Rios, Bocina,Sur ,34,$911.75,22/04/2025,1544.1
1697,Laura Sanchez,Monitor, Occidente,40,$649.01,Marzo 14 2024,1805.28
3854,Carlos Ramirez, Camara, Occidente,45,926.70,Julio 29 2024,1316.76
6858,Diego Romero,Camara,Norte,37,581.25,2024-08-19,463.78
6561,Luis Hernandez,Mouse,Norte,53,605.87,2025-09-27,852.4
5744,Fernanda Castro,Camara,Sur,27,$528.89,Mayo 23 2024,1319.43
3020,Ana Garcia,Bocina,centro,53,846.44,,1789.9
1325,Jose Martinez,Monitor,Occidente,34,sin dato,Mayo 5 2026,1624.83
5268,Fernanda Castro,Silla,Occidente,31,721.40,2025-10-22,1297.75
6345,Ana Garcia,Mouse,Norte,55,$845.15,2024-04-04,2152.65
7865,Sofia Torres,Escritorio,sur,307,877.47,2024-03-03,1756.14
7464,Luis Hernandez,Escritorio,Centro,31,$958.28,30/01/2025,1649.22
7465,Diego Romero,Camara,Occidente,189,1429.90,Julio 17 2024,1490.48
3370,Laura Sanchez,Camara,Occidente,33,139.78,04-05-2026,1929.25
102,Miguel Flores,Camara,Sur,27,$800.00,2024-01-19,1900.52
1315,Miguel Flores,Monitor,Centro,31,"$-1,129.74",28/03/2026,773.76
6135,Fernanda Castro,Mouse,CENTRO,32,"$1,056.97",2026-04-14,1784.1
1441,Maria Lopez,Monitor,norte,45,$489.73,16/07/2024,1668.11
8902,Laura Sanchez,Monitor,Occidente ,-5,201.54,2025-09-09,1717.84
4096,Sofia Torres,Laptop,Occidente,25,"$1,240.56",03/05/2025,1421.42
4565,Maria Lopez,Bocina,OCCIDENTE,41,$438.75,17/09/2024,1218.14
776,Diego Romero, Laptop,Norte,35,$741.78,2025-10-18,1237.4
221,Paola Rios,Escritorio,Norte,55,$928.68,10-10-2025,1109.83
7980,Paola Rios,Camara,NORTE,31,1051.33,04-19-2025,929.14
7734,Jose Martinez,Laptop,CENTRO,33,$360.80,Febrero 17 2025,1457.61
9757,Andres Ortiz,Silla,CENTRO,23,429.71,Julio 15 2024,1801.31
1573,Jose Martinez,Laptop,NORTE,250,$-647.91,07-25-2024,1167.93
1164,Alejandro Diaz,Escritorio,Occidente,32,517.93,2025-10-26,1666.57
3362,Diego Romero,Silla,Centro ,38,$491.23,Agosto 14 2025,1256.74
2767,Diego Romero,Tablet,Occidente,37,$732.77,08-30-2025,957.89
5662,Luis Hernandez,Tablet,Centro,25,1101.63,Junio 3 2026,1118.69
6401,Valeria Mendoza,Silla,Sur,35,$701.10,05-09-2025,1946.02
7253,Daniela Cruz,BOCINA,Occidente ,38,1203.20,2024-05-17,1468.79
2347,Jorge Morales,Camara,norte,36,$930.85,05-03-2026,1082.12
3223,Carlos Ramirez,Bocina,norte,,$532.13,Febrero 24 2025,1355.77
3018,Andres Ortiz,Escritorio,NORTE,44,936.85,,1819.62
9334,Alejandro Diaz,Silla,Sur,58,$989.82,2024-10-10,1369.15
540,Camila Reyes,Silla,Sur ,50,854.55,2026-04-06,1258.45
684,Sofia Torres,Mouse,CENTRO,34,573.63,Noviembre 19 2024,1469.43
7407,Maria Lopez,Laptop,Centro,52,$649.94,10-07-2025,1682.79
9139,Laura Sanchez,Silla,Sur,19,"$1,167.86",2025-11-01,1152.13
2591,Ana Garcia,Bocina,Centro,17,"$1,113.74",23/08/2024,1434.03
5879,Miguel Flores,Bocina,Centro,19,$664.88,07-02-2024,1075.36
6061,Ricardo Vargas,Mouse,Centro,42,sin dato,2025-01-31,1187.63
162,Jose Martinez,Camara,Norte,40,827.06,09/12/2025,1422.47
7346,Daniela Cruz,Monitor, Occidente,55,768.24,12-03-2024,1080.04
7944,Luis Hernandez,Camara,Norte,48,"$1,026.31",08-26-2025,1358.65
6802,Alejandro Diaz,Camara,sur,-4,939.68,05/02/2026,1685.13
7092,Carlos Ramirez,Laptop,Occidente,37,$799.49,14/06/2024,966.36
7416,Luis Hernandez,Tablet,Sur,51,$603.79,Mayo 31 2025,1288.88
2039,Andres Ortiz,Teclado,sur,37,950.47,31/01/2026,895.0
3881,Daniela Cruz,Teclado,Norte,,sin dato,2026-05-21,1255.73
6142,Maria Lopez, Silla,Occidente,25,$702.74,2024-05-27,1304.55
925,Alejandro Diaz, Escritorio,Sur,41,sin dato,03-21-2024,1766.23
4721,Alejandro Diaz, Monitor,Sur,30,1044.70,17/11/2025,753.58
7785,Alejandro Diaz,Camara,OCCIDENTE,30,805.11,04/09/2025,1476.49
771,Isabel Guzman,Impresora,Norte ,39,50.00,2025-09-03,513.13
6205,Valeria Mendoza,Camara,,41,1066.86,2025-06-09,1421.58
7971,Laura Sanchez,Impresora, Centro,24,$409.49,03/10/2025,1543.71
6253,Alejandro Diaz,Mouse,Centro,43,1041.20,02-07-2024,1758.36
3862,Camila Reyes,Monitor, Centro,49,"$1,177.18",2025-04-30,1813.16
2659,Miguel Flores,Tablet,Sur ,,$880.03,32/13/2026,1319.0
696,Isabel Guzman,Camara,,53,643.95,29/10/2025,1701.5
7337,Jose Martinez,Monitor,NORTE,32,820.95,03/08/2025,1872.95
3711,Ana Garcia,Bocina, Sur,33,"$1,308.23",12-31-2025,916.98
7951,Jorge Morales,SILLA,Occidente ,46,501.57,2025-11-24,1547.67
1220,Carlos Ramirez,Impresora,,29,1378.92,16/04/2025,1037.43
4198,Diego Romero,Tablet,SUR,63,"$1,105.64",02-02-2024,1915.42
8473,Daniela Cruz,Camara,Sur ,44,619.63,2026-06-02,1752.79
3237,Jorge Morales,SILLA,Occidente,27,$218.10,22/09/2024,1742.77
4160,Miguel Flores,Mouse,Occidente,42,1008.92,Diciembre 27 2024,1255.13
4957,Andres Ortiz,Mouse,sin informacion,40,$-804.52,07-28-2024,1401.08
7097,Maria Lopez,Mouse,sur,35,1536.07,25/10/2024,1358.65
2732,Diego Romero, Impresora,Occidente,29,842.80,2024-12-06,1334.15
8097,Paola Rios,Teclado,Occidente,50,"$1,030.23",09/01/2025,1411.69
2669,Sofia Torres, Teclado,Norte,47,997.79,08-08-2024,1533.61
9709,Maria Lopez,Silla,occidente,38,$705.65,02/12/2025,1777.21
8429,Miguel Flores,Silla,Sur ,27,1209.30,Octubre 23 2025,1712.68
9239,Maria Lopez,Silla,Sur,47,$-707.62,2024-04-12,1765.78
5515,Jose Martinez,Mouse,sur,45,411.15,09/09/2025,1840.77
4996,Carlos Ramirez, Tablet,sur,42,650.81,26/01/2026,1550.85
4292,Carlos Ramirez,Tablet,Occidente,32,sin dato,2025-07-18,1473.01
2756,Alejandro Diaz,Bocina,Occidente,32,1202.38,22/08/2025,1234.78
5044,Valeria Mendoza,Camara, Sur,,1035.41,02-26-2024,1305.88
8498,Alejandro Diaz,Escritorio,Sur,35,$861.60,Septiembre 17 2025,1499.0
1376,Jorge Morales,Laptop,Norte,69,325.33,18/01/2024,1204.15
1815,Maria Lopez,Teclado,SUR,47,769.45,,1471.15
9925,Valeria Mendoza,Monitor,norte,30,sin dato,25/11/2024,1574.88
1993,Fernanda Castro,Impresora,,25,631.44,Enero 7 2024,2258.06
3016,Pedro Aguilar,Bocina,occidente,27,sin dato,,1183.4
7774,Valeria Mendoza,Teclado,Occidente,55,"$1,222.48",Noviembre 28 2025,1236.23
5295,Valeria Mendoza,Bocina,Sur,18,646.36,Octubre 1 2025,830.45
6238,Maria Lopez,Bocina,CENTRO,33,920.17,Febrero 4 2025,1835.96
6880,Diego Romero,Camara,occidente,32,1112.00,2024-05-22,1156.26
5039,Jorge Morales,Escritorio, Centro,28,sin dato,2024-11-03,1932.91
1225,Miguel Flores,Teclado,Sur,19,1024.57,06-14-2026,1165.96
3679,Laura Sanchez,Tablet,occidente,34,"$1,042.44",32/13/2026,1520.08
3941,Camila Reyes,Bocina,NORTE,50,594.54,Diciembre 9 2025,1412.81
685,Daniela Cruz,Escritorio,norte,21,942.72,03-20-2026,1189.07
4248,Laura Sanchez,Teclado,Centro,36,878.93,06-01-2026,1294.79
9771,Isabel Guzman,Laptop,norte,49,1242.17,2025-09-24,1112.85
7406,Daniela Cruz,Monitor,Centro,45,835.17,12-19-2025,1404.05
8143,Ana Garcia,Teclado,norte,42,342.06,32/13/2026,775.78
82,Carlos Ramirez,Bocina,Sur,37,$743.85,2026-02-04,1745.22
8543,Maria Lopez,Monitor,,31,$896.08,2026-01-14,1503.21
9215,Daniela Cruz,Camara,occidente,-8,635.41,2025-09-06,1257.32
2462,Miguel Flores,Impresora,occidente,54,"$1,152.71",03-25-2024,889.58
1270,Diego Romero,Mouse,centro,34,747.22,01-05-2026,1939.43
5826,Maria Lopez,Impresora,Sur,24,"$1,131.05",08-31-2024,1936.76
5690,Ricardo Vargas,Mouse,Occidente,16,536.23,31/10/2024,1549.34
5993,Ricardo Vargas,Camara,Occidente,4,340.17,2024-02-08,1405.7
7387,Pedro Aguilar,Impresora,SUR,23,1021.61,09/04/2025,1664.38
1790,Luis Hernandez,Laptop,N/A,31,633.24,2026-03-20,1009.36
1434,Miguel Flores,Escritorio,Centro,39,$930.50,Enero 1 2025,1922.6
698,Laura Sanchez,Laptop,Norte,60,"$1,126.78",2024-07-11,841.55
9863,Pedro Aguilar,Laptop,Norte,218,1277.94,11-25-2025,1354.68
3640,Carlos Ramirez, Monitor,occidente,50,"$1,063.51",2025-01-24,1293.82
3287,Luis Hernandez,Escritorio,norte,44,50.00,2024-03-30,854.79
2992,Diego Romero,MONITOR,occidente,36,$437.92,02-07-2026,1494.0
8085,Paola Rios,Mouse, Centro,54,328.51,Mayo 18 2026,1561.32
2757,Valeria Mendoza,Mouse, Centro,48,$288.25,Abril 19 2024,1531.22
5363,Jorge Morales,Bocina,?,52,"$1,052.76",27/08/2024,1299.66
7578,Andres Ortiz,Escritorio,norte,49,$665.54,Noviembre 9 2024,973.28
9181,Jose Martinez,Camara,occidente,43,$832.68,2025-06-06,1204.65
7414,Maria Lopez,Escritorio,Sur,59,$521.94,02/07/2024,1343.75
3084,Luis Hernandez,Silla,Centro ,24,$491.97,08/10/2024,1703.5
7351,Paola Rios,Monitor,Sur,36,1133.41,24/02/2026,781.0
9051,Luis Hernandez,Silla,Norte,51,978.79,Agosto 15 2025,1268.76
3922,Miguel Flores,Tablet,NORTE,48,$802.68,2024-02-08,1142.87
1969,Carlos Ramirez,Laptop,Sur,48,880.52,27/10/2025,1404.18
6900,Carlos Ramirez,Mouse,Sur,39,620.80,32/13/2026,1626.08
836,Sofia Torres,Tablet,norte,32,414.32,05-23-2024,1904.52
7095,Fernanda Castro,Bocina,Sur,41,"$1,210.48",Marzo 17 2025,1640.03
